id,label
2507,1
1532,0
1553,1
3816,1
4913,1
1850,1
2440,1
2446,1
675,1
5272,1
3421,1
4613,1
1255,1
1544,0
4295,1
2125,1
298,1
411,1
1112,1
2445,1
3769,1
2955,1
3326,1
818,1
1776,1
869,1
4864,1
4232,0
3722,1
3591,1
728,1
4170,1
5060,1
3331,1
764,1
3985,1
757,1
723,1
2728,1
3030,1
2983,1
5164,1
242,1
3215,1
2065,1
2763,1
3064,1
871,1
4658,1
5006,1
1383,1
4293,1
2222,1
5455,0
973,1
4352,0
4462,0
4071,1
1516,1
4546,0
5252,0
1165,1
4993,1
3566,1
4562,1
590,1
1514,1
4897,1
2434,1
1925,1
4345,1
2290,1
812,1
528,1
2653,1
3389,1
1530,1
2293,1
1243,1
4593,1
2739,1
28,1
4814,1
4999,1
278,1
2285,1
4852,1
3347,1
2989,0
4059,1
1231,1
1659,1
3258,1
508,1
4880,1
1264,1
4908,1
178,1
2927,1
3480,0
2580,1
2618,1
1784,1
224,1
783,1
4763,1
2212,1
1355,1
695,1
1587,0
4932,1
4594,1
2874,1
16,1
3263,1
5025,1
4151,1
3449,1
2980,1
1582,1
2001,1
3366,1
4360,0
226,1
4596,1
466,1
677,1
1917,1
5422,1
1140,1
1492,1
716,1
673,1
3498,1
4065,1
3429,1
1705,1
191,1
1434,1
4449,1
2608,1
2724,1
1242,0
5382,1
4751,0
2654,1
2167,1
2926,1
3052,1
1131,1
3138,1
2518,1
2985,0
4577,1
1316,1
5351,1
1078,1
3122,1
1604,1
2905,1
2957,1
3630,1
4244,1
3177,1
4831,1
3872,1
1303,1
2617,1
985,1
1597,1
2537,1
1662,1
4102,1
937,1
11,1
2517,1
5064,1
1074,1
1399,0
774,0
3844,1
3232,1
314,0
2169,1
3240,1
3662,1
5433,1
3746,1
5191,1
615,1
145,1
4741,1
2424,1
5171,1
2030,1
4575,1
2195,1
5187,0
2442,1
3147,1
1702,1
21,1
1331,1
4207,1
5079,1
1109,1
3711,1
4730,1
2959,0
420,1
5245,0
3683,1
2708,1
1173,1
4266,0
4522,1
3841,1
2064,1
2851,1
3109,1
2014,1
4321,0
81,1
5288,1
866,1
1902,1
1491,1
5020,1
48,1
5346,0
3140,1
1882,1
2194,1
3919,1
4308,1
2928,1
2512,1
5275,1
1673,1
4778,1
3355,1
2060,1
1981,1
4740,1
1241,1
5021,1
4159,1
2521,1
4497,1
3334,1
1922,1
4710,1
4129,0
2098,1
3783,1
4287,1
1975,1
1522,1
4417,1
5049,1
2045,1
3264,1
3572,1
1395,1
814,1
4771,1
5138,1
1222,1
3759,1
1172,1
1211,1
3854,1
993,1
4978,1
1248,1
2594,1
223,1
5367,1
3910,1
1675,1
2757,1
2252,1
3626,1
2253,1
2178,1
4064,1
1191,1
4471,1
1187,1
1671,1
2206,1
1619,1
2862,0
1785,1
738,0
5102,1
4331,1
4075,1
1555,1
2306,1
908,1
653,1
538,1
3330,1
2716,1
4515,0
2705,1
2786,1
2827,1
4616,1
1481,1
3745,1
2247,1
4791,1
4735,1
4511,1
2738,1
4967,1
5339,1
1007,1
5132,0
3636,1
2072,1
2576,1
3440,1
2108,1
4716,1
412,1
2818,1
4483,1
4181,1
2362,1
870,1
4414,0
2018,1
2876,0
4176,1
1623,1
505,1
5372,1
2699,1
1091,1
4622,1
2237,1
3066,1
5104,1
598,1
312,0
1146,1
1655,1
3851,1
4606,0
2221,1
767,0
1060,1
2470,0
4605,1
4457,1
3290,1
5427,0
35,0
5273,1
2749,1
1967,1
2616,1
2057,1
2723,1
5072,1
1450,1
2232,1
4649,1
5299,1
4172,1
2241,1
1674,1
1834,1
367,1
4039,1
4395,1
954,1
3328,1
2148,1
5347,0
4510,0
2575,1
1294,1
5004,1
4640,1
3615,1
4259,1
2919,1
1120,1
3311,1
2497,1
280,0
2506,1
4759,0
3273,1
4229,1
4695,1
2177,1
3666,1
4120,1
1085,1
1096,1
1625,1
2008,1
697,1
1117,1
3893,1
3412,1
85,0
5203,1
1681,1
59,1
189,1
22,1
909,1
3967,1
2047,1
1502,1
3135,1
300,1
4828,1
488,1
5146,1
3008,1
1548,1
4409,1
3631,1
1196,1
5022,1
5038,0
4028,1
2978,1
4140,1
2553,1
3803,1
5390,1
1077,1
2288,1
5291,1
441,1
2129,1
4535,1
1055,1
4363,1
2218,1
3305,1
2549,0
825,1
531,1
254,1
5464,0
3487,1
4061,1
2853,1
395,0
4098,1
1309,1
1158,1
1648,1
337,1
4362,1
5443,1
2675,1
1887,1
1624,1
3808,1
3407,1
5172,1
4659,1
699,1
394,0
3842,1
2552,1
1332,1
256,0
2837,1
4422,1
2789,1
3765,1
2091,1
2875,0
4881,1
4178,0
1959,1
148,1
3716,1
1415,1
5115,1
1854,1
4204,1
3014,1
3451,0
4854,1
710,0
1726,1
2277,1
547,0
2886,1
2296,1
2164,1
1446,1
4552,1
4793,1
2390,1
3614,1
2461,1
746,1
5111,1
5392,1
2307,1
1972,1
999,1
1247,1
1430,1
190,1
2687,1
2621,1
2631,1
3175,1
1739,1
3729,1
2250,1
1744,1
946,1
1457,1
4464,1
1431,1
1652,1
1,1
1910,1
689,1
2745,1
1310,1
3106,1
5040,0
1463,1
3937,1
2360,1
4420,1
1226,1
4237,1
2794,1
3011,1
619,1
617,1
1528,1
3020,1
4388,1
4317,1
718,1
4254,1
5462,1
5116,1
50,1
3015,1
5068,1
4379,0
4988,0
418,1
5124,1
1409,1
4484,1
3936,1
4873,0
38,1
5109,1
1475,1
4053,1
3825,1
1153,1
3235,1
2582,1
4225,1
4637,1
257,1
758,0
3445,1
3499,1
1833,1
4384,1
4243,1
4588,0
3621,1
692,1
646,1
2239,1
3624,1
3654,1
2523,1
1934,1
5243,0
1769,1
4124,1
3069,1
1470,1
1817,1
3251,1
3493,1
4320,1
4448,1
460,1
220,0
5001,1
5405,1
4539,0
2317,1
4989,1
4676,1
2717,1
4662,0
5235,0
1382,1
543,1
3616,1
4086,1
1486,1
1365,1
1891,1
3470,1
4731,1
4269,1
2333,1
694,1
2020,1
2300,1
1897,1
2976,1
4549,1
935,1
981,1
156,1
5178,1
1924,1
3909,1
5207,1
4879,1
4861,1
4044,1
5230,1
5429,0
2335,1
4265,1
1944,1
2006,1
599,1
4351,1
3158,1
4570,0
2637,1
1715,1
434,1
1159,1
1661,1
222,1
4393,0
3700,1
2684,1
4820,1
1510,1
4415,0
2668,1
1520,1
2032,1
2157,1
3160,1
2189,1
3005,1
281,0
4580,1
1124,1
987,1
2730,1
5442,0
636,1
3065,1
2731,1
417,1
4590,1
4949,1
4111,0
2217,1
4811,1
2385,1
4977,1
3565,1
1701,1
2766,1
1302,1
5026,1
451,1
2199,1
1447,1
3459,1
1326,1
4706,1
1442,1
785,1
2863,1
1147,1
4097,1
1860,1
5136,0
1603,1
2209,1
892,1
2283,1
453,1
3639,1
4906,1
1919,1
3923,0
3302,1
2671,1
4543,1
4463,0
875,1
4474,1
2092,1
4123,0
1197,1
1796,1
293,1
204,1
123,1
1848,1
568,1
2255,1
4739,1
1951,1
3646,1
4863,1
2709,1
3316,1
1885,1
1588,1
4689,0
5119,1
2551,1
2259,1
3774,1
4970,1
839,1
5301,1
4242,1
3669,1
4423,1
2641,1
3820,1
5387,1
2764,1
1831,1
3100,1
3696,0
611,1
820,1
4025,1
1284,1
1376,0
2229,1
3560,1
501,1
3738,1
4126,1
5076,1
976,0
1003,1
1571,1
593,1
4068,1
5129,1
2104,1
3093,1
4432,1
4080,1
4007,1
4889,1
4312,1
2453,1
3321,1
1070,1
1666,1
3172,1
4035,1
5175,1
2176,1
5388,1
4624,1
901,1
4585,0
797,1
5067,1
4544,1
2630,1
1704,1
549,1
1257,1
4390,0
4944,1
3977,1
5128,1
1506,1
641,1
2059,1
2921,1
4238,1
894,1
4222,1
3944,0
2564,1
1870,1
2136,1
3773,0
3462,1
1973,1
203,1
5200,1
1466,1
3978,1
2953,1
4052,1
5340,1
2393,1
3888,1
2147,1
2746,1
40,1
3391,1
1259,1
1822,1
932,1
5258,0
13,1
4513,1
4020,1
4756,0
3918,0
4374,1
1300,1
1709,1
4289,1
2138,1
4781,1
5469,1
4856,1
2334,1
4276,1
3543,1
5454,1
3068,1
2722,1
808,0
4085,1
3833,1
3452,1
4134,0
1244,1
4166,1
2119,1
2943,1
4838,1
2120,1
1347,1
2160,1
3731,1
5356,1
3777,0
4045,1
4965,1
2599,1
1794,1
2158,1
3907,1
3894,1
1904,1
2274,1
853,1
1176,1
365,1
2541,1
5121,1
3077,1
760,1
1757,1
3166,1
3425,1
2299,1
745,1
2846,1
503,1
2797,1
287,1
10,1
2638,1
2498,1
1024,1
916,1
1129,1
1435,1
2649,1
1011,1
606,1
1054,1
5294,1
1144,1
1669,1
4697,1
4231,1
3925,1
1059,1
1851,1
3444,1
3225,1
3035,1
5218,1
2338,1
477,1
1040,1
727,0
2495,1
3884,1
3406,1
2013,1
439,1
4426,1
863,1
4509,1
2377,1
69,1
3187,1
2371,1
3042,1
209,1
3675,1
2458,1
4950,1
2110,1
737,0
2249,1
3787,1
3768,0
2340,1
2733,1
20,1
1733,1
5201,1
4494,1
2372,1
2795,1
438,1
2819,1
2007,1
2994,1
1110,1
168,1
2627,1
3900,1
2958,1
2205,1
1737,1
75,1
2648,1
5313,1
1351,1
2686,1
3288,1
3441,1
2426,1
2061,1
1971,1
3579,1
4519,0
1658,1
171,1
4760,0
2094,1
1487,1
405,1
3577,1
3003,1
2871,1
4670,1
1340,1
2162,1
625,1
748,1
5005,1
1595,1
274,1
649,1
511,1
3380,1
1273,1
3048,1
576,1
4518,1
1727,1
4096,1
2257,1
4635,0
1513,1
4614,1
671,1
3289,1
5386,1
5122,1
1467,1
309,1
2004,1
4848,1
5019,1
459,1
1286,1
86,1
1987,1
1327,1
5047,1
2911,0
2601,1
1444,1
4787,1
3117,1
1531,1
621,0
708,1
558,1
3183,1
4767,1
4401,0
1133,1
4397,1
490,1
4650,1
5305,1
948,1
2463,1
4141,1
3230,1
2316,1
2373,1
2610,1
2320,1
914,1
4971,1
2417,1
1549,1
5420,1
1313,1
823,1
2606,1
63,1
2811,1
1503,1
5428,0
3384,1
1936,1
4092,1
2897,1
989,1
410,1
4966,1
540,1
1880,1
2999,1
1899,1
3691,1
3287,1
772,0
720,1
4416,1
4453,1
39,1
5220,1
1684,1
2785,1
4612,1
713,1
1564,1
525,1
437,1
2005,1
1849,1
2278,1
532,1
3222,1
450,1
3517,1
3780,1
4211,0
456,1
3362,1
965,1
873,1
5261,1
5010,1
912,1
2857,1
3448,1
5098,1
161,1
2614,1
741,1
2659,1
1271,1
4501,1
5375,1
4912,1
446,1
3567,1
1296,1
186,1
836,1
1788,1
1441,1
49,1
5041,1
4373,0
2689,1
1433,1
3525,1
1942,1
4077,1
68,1
4330,1
3262,1
3426,1
1695,1
1339,1
3474,1
3471,1
2432,1
1837,1
2260,1
184,1
2839,1
285,1
387,1
1668,1
5376,1
1842,1
4754,1
4177,1
890,1
1814,1
3655,1
7,1
276,1
2374,1
3506,1
715,1
5170,1
686,1
248,1
5074,1
325,1
4262,1
2126,1
5370,1
1278,1
196,1
2319,1
904,1
3558,1
2615,1
4209,1
663,1
2800,1
2003,1
3767,0
5149,1
448,1
4555,1
4818,1
1119,1
4311,1
4997,0
1407,1
5421,0
5126,1
4987,0
2516,1
4661,1
3552,1
1573,1
4785,1
4843,1
3409,1
518,1
4074,1
3167,1
1586,1
2122,1
238,1
1378,1
3575,1
307,0
246,1
153,1
706,1
3247,1
3778,0
1451,1
4326,1
1590,1
1449,1
1589,1
4704,0
1406,1
265,1
1918,1
5467,0
4508,1
2350,1
3062,1
3300,1
3637,1
4680,1
3756,1
1050,1
4746,1
4890,1
4076,0
2748,1
5304,1
1027,1
1928,1
108,1
3007,1
3802,1
1552,1
445,1
3203,1
1127,1
3896,1
2679,1
1021,1
581,1
3457,1
43,0
2946,1
1150,0
3171,1
1253,1
791,1
3006,1
3720,1
5120,1
1477,1
2139,1
117,0
5470,1
2571,1
3903,1
5107,1
1022,1
5159,1
1046,1
1613,1
845,1
4581,1
5053,1
3648,1
1317,1
553,1
218,0
3092,1
4851,0
922,0
3046,1
4160,1
3221,1
3051,1
4473,0
683,1
4369,1
4150,1
684,1
4738,1
586,1
3195,1
2666,1
2019,1
1030,1
381,1
484,1
4795,1
609,1
470,1
3327,1
1651,1
2750,1
953,1
4315,1
2412,1
1540,1
4963,1
4437,1
2089,1
1816,1
4653,1
290,1
4886,1
3037,1
3239,1
4343,1
5378,1
5029,0
1472,1
4479,1
3373,1
4257,1
4056,0
1536,1
4991,1
2347,1
2758,1
3770,1
2399,1
4833,1
2884,1
1168,1
2988,1
1398,1
3684,1
3274,1
481,1
286,1
3806,1
4271,1
1174,1
1229,1
5211,1
1751,1
4815,1
858,1
1180,1
4840,1
913,1
2280,1
1170,1
639,1
515,1
3733,1
934,1
2898,1
327,1
4917,1
4421,1
5114,1
4621,1
753,1
1008,1
3083,1
2202,1
3751,0
5329,1
2539,1
2456,1
2264,1
2322,1
2244,1
1968,1
4745,1
705,1
4227,1
258,1
2387,1
810,1
1141,1
4008,1
2834,1
661,1
3272,1
1756,1
1734,1
4095,1
1864,1
2798,1
391,1
4634,1
3336,1
2816,1
1301,1
2198,1
4968,1
3126,1
2667,1
3165,1
4057,1
2726,1
964,0
5412,1
612,1
2509,0
564,1
2185,1
2578,1
5319,1
4551,1
4117,0
3905,1
1321,1
3188,1
2896,1
4467,1
3601,1
1907,1
1578,1
1275,1
3598,1
273,1
2084,1
5354,0
4728,1
5289,1
4194,1
2813,1
2893,1
4830,1
1592,1
2656,1
3574,1
2186,1
5028,1
3548,1
4817,1
341,1
5151,1
3504,1
560,1
5058,1
4367,0
5471,1
927,0
3951,1
4799,1
3715,1
1265,1
4024,1
4610,1
5397,1
4717,1
5322,1
2669,1
486,1
3379,1
4558,1
4960,1
1940,1
4930,1
1049,1
288,1
3,1
1123,1
384,1
2725,1
4700,1
2973,1
4683,0
2923,1
4868,1
3814,1
4525,1
962,1
4472,1
5229,1
856,0
978,1
2028,1
4693,1
126,0
1526,1
4986,0
2642,1
2191,1
2513,1
1637,1
1418,1
3181,1
3199,1
3314,1
192,1
3207,1
4678,1
2023,1
42,1
266,1
2838,1
5042,1
3813,1
2043,1
4841,1
87,1
2381,1
129,0
3299,1
1896,1
310,0
1026,1
1992,1
3734,1
3513,1
4402,1
1403,1
1579,1
2159,1
2223,1
4073,1
4948,1
4235,1
4216,0
2702,1
2015,1
3971,1
2508,0
140,1
3396,1
1440,1
3121,1
4698,1
1518,1
3118,1
2929,1
5194,1
4094,1
1402,1
2514,1
5453,1
4070,1
4671,1
5240,1
4853,1
882,1
5197,0
1371,1
509,1
1106,1
9,1
3081,1
5365,1
4133,1
4114,1
4325,1
1895,1
3760,1
3125,1
780,1
3922,1
1869,1
3500,1
881,1
3495,1
4686,1
4146,0
404,1
1672,1
1143,1
268,1
2367,1
3420,1
1079,1
4974,1
1746,1
3940,1
2752,1
5188,1
2793,1
4382,0
3800,0
3553,1
2970,1
1484,1
3463,1
2203,1
771,1
1732,1
5278,0
316,1
4626,1
3139,1
629,1
5277,0
1380,1
768,1
3234,1
846,1
2843,1
1192,1
961,0
5227,0
134,1
1455,1
2401,0
3906,1
160,1
3933,1
47,1
106,1
2096,1
1290,1
4691,0
3136,1
319,1
1599,1
5096,1
1161,1
4119,0
3891,1
219,0
2592,1
1213,1
1035,1
5440,1
2488,1
2788,1
3132,1
1800,1
3968,1
1420,1
794,1
1045,1
2694,1
849,1
2033,1
3897,1
5097,1
573,1
2496,1
2624,1
1768,1
824,1
3393,1
2336,1
702,1
4630,1
587,1
4927,1
5323,1
920,1
1041,1
90,1
3563,1
519,1
1202,1
5311,1
3941,1
1690,1
3534,1
3400,1
3573,1
3612,0
2263,1
3325,1
3308,1
1115,1
4106,0
2888,1
5,1
4410,0
3817,1
3193,1
3668,1
4875,1
1805,1
4010,1
362,1
3153,1
3660,1
295,0
227,1
2345,1
1632,1
1073,1
4954,1
5233,1
2115,1
3510,1
5024,1
4350,0
5263,1
2215,1
3111,1
1901,1
4547,1
1977,1
1570,1
3911,1
3921,1
3090,1
2639,1
4324,1
4186,0
852,1
4964,1
1703,1
1199,1
574,1
2208,1
5018,1
3970,1
2383,1
3975,1
3672,1
3094,1
93,0
4959,1
1682,1
380,1
1561,1
5003,0
1404,1
1758,1
1749,1
1563,1
2359,1
1771,1
3386,1
3009,1
2680,1
2887,1
1631,1
4433,1
4690,1
1386,1
2123,1
4910,1
27,1
3443,1
544,1
4131,1
1892,1
3533,1
2375,1
2344,1
1877,1
3834,1
1075,1
2294,1
3687,1
2657,1
1764,1
1217,1
1720,1
3682,1
3831,1
2944,1
4030,1
2545,1
1145,1
2149,1
3080,1
2492,1
1330,1
4557,1
931,1
4022,1
3043,1
4507,1
429,1
2443,1
4466,0
371,1
4495,1
476,1
1608,1
1963,1
1593,1
3130,1
755,1
2348,1
915,1
2454,1
3341,1
2273,1
2938,1
2892,1
3101,1
3958,1
2063,1
426,1
1855,1
3169,1
1287,0
329,1
4443,1
2153,1
1014,1
4285,1
3377,1
176,1
2698,1
4860,1
2914,1
1315,1
1865,1
3460,1
4439,1
3252,1
1000,1
3956,1
4933,1
1791,1
5303,1
4946,1
2965,0
3364,1
3799,1
5327,1
1166,1
3673,1
2690,1
5436,1
907,1
1558,1
928,1
1618,1
4274,0
2998,1
1915,1
604,1
1249,1
4339,1
2611,1
3310,1
5234,0
5158,1
5073,1
2423,1
3969,0
1393,1
4014,1
4069,1
2867,1
2388,1
158,1
3522,1
2530,1
4835,1
3945,1
4990,1
3587,1
3447,1
4500,1
1363,1
5342,1
4298,0
2407,1
2860,1
1890,1
2685,1
1448,1
2864,1
3853,1
4145,0
3021,1
1627,1
2410,1
234,1
1845,1
5396,1
4093,1
1452,1
5206,1
2907,1
4821,1
3889,1
3877,1
3309,1
4115,0
3658,1
2034,1
2899,1
1152,1
1545,1
903,0
831,1
1980,1
3524,0
4885,1
3059,1
4736,1
3315,1
2922,1
4805,1
4179,1
345,1
5267,1
393,1
2070,1
468,1
2901,0
798,1
3054,1
1560,1
4847,1
1541,1
5308,1
3875,1
628,1
3554,1
2325,1
3827,1
3562,1
923,1
2000,1
485,1
788,1
4681,1
4829,1
3744,1
3724,1
1547,1
1598,1
1047,1
2093,1
2131,1
375,1
3200,1
3976,1
5176,1
2326,1
830,1
1102,1
3072,1
1031,1
3736,1
2267,1
1478,1
4929,1
4012,1
2930,1
1740,1
3753,1
939,1
756,1
4110,0
696,1
648,1
1061,1
5254,0
1512,1
3550,1
1205,0
1381,1
3368,1
4050,1
407,1
1453,1
3413,1
3216,1
5009,1
1898,1
2803,1
2822,1
4528,1
2329,1
5345,1
135,1
4578,1
318,1
4385,1
3995,1
193,1
2339,1
1092,1
3141,1
565,1
2700,1
4148,0
3635,1
3545,1
3837,1
3218,1
4066,1
844,1
374,1
113,1
1813,1
813,1
147,1
2934,1
3486,1
343,0
2823,1
2408,1
1311,1
3050,1
4961,1
2313,1
4468,1
370,1
3885,1
4314,1
620,1
3296,1
1803,1
2188,1
725,1
4573,0
605,1
647,1
3824,1
4769,1
2391,1
1565,1
4108,1
3718,1
944,1
1460,1
2284,1
2380,1
1559,1
3520,1
4809,1
5095,1
5380,1
622,1
5334,1
2682,1
3297,1
5366,1
4101,1
194,1
4916,1
5255,0
983,0
5343,1
5157,1
4399,1
4541,1
3564,1
4779,1
2612,1
3410,1
2418,1
5362,1
659,1
1126,1
3464,1
3926,1
3704,1
4258,1
4871,0
5052,1
1175,1
3953,1
4609,1
4037,1
3515,1
346,1
3430,1
487,1
5062,1
4279,1
1594,1
1177,1
4775,1
355,1
3509,1
1086,1
3913,1
4931,1
3812,1
4006,1
5093,1
1535,1
467,1
970,0
5127,1
2835,1
2510,0
1990,1
1509,1
4090,1
3508,1
58,1
3070,1
886,1
1667,1
294,1
1338,1
2556,1
5139,1
1084,1
2353,0
732,1
5061,0
2596,1
3990,1
5192,1
1246,1
1779,1
2165,1
2226,1
2499,1
3804,1
1099,1
4503,1
2890,1
3957,1
3490,1
4396,1
480,1
2802,1
714,1
3750,0
2363,1
5259,0
2435,1
2056,1
157,1
4898,1
3582,1
4082,1
3233,1
1755,1
3146,1
3690,1
472,1
610,1
18,1
2812,1
712,1
2591,1
2246,1
5262,1
4099,1
3238,1
